节点USB2F042671_16-04-56-391.txt的数据
Date: Wed Aug 21 16:04:56 CST 2024
User: jacky
Spectrometer: USB2+F04267
触发模式: 4
积分时间 (秒): 1.000000E-1
Scans to average: 1
启用暗噪声校正: true
启用非线性校正: false
滑动平均宽度: 0
X轴模式: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
192.649	67.58
193.024	67.58
193.399	67.58
193.774	-38.28
194.148	7.09
194.523	-8.03
194.898	7.09
195.273	-38.28
195.648	-0.47
196.023	34.82
196.397	52.46
196.772	-25.68
197.147	22.21
197.521	34.82
197.896	-48.36
198.271	-63.49
198.645	4.57
199.02	7.09
199.395	-35.76
199.769	47.42
200.144	-28.2
200.518	29.77
200.893	14.65
201.267	14.65
201.642	67.58
202.016	17.17
202.391	140.68
202.765	44.9
203.14	72.62
203.514	128.08
203.889	140.68
204.263	115.47
204.637	201.17
205.012	62.54
205.386	145.72
205.76	115.47
206.134	85.23
206.509	95.31
206.883	178.49
207.257	158.32
207.631	201.17
208.006	75.14
208.38	87.75
208.754	62.54
209.128	120.52
209.502	178.49
209.876	117.99
210.25	145.72
210.624	186.05
210.998	168.41
211.372	145.72
211.746	188.57
212.12	153.28
212.494	120.52
212.868	80.19
213.242	138.16
213.616	188.57
213.99	105.39
214.364	107.91
214.737	120.52
215.111	125.56
215.485	97.83
215.859	54.98
216.233	135.64
216.606	117.99
216.98	193.61
217.354	168.41
217.727	153.28
218.101	120.52
218.475	175.97
218.848	77.67
219.222	183.53
219.595	107.91
219.969	160.84
220.343	102.87
220.716	110.43
221.09	183.53
221.463	148.24
221.837	115.47
222.21	183.53
222.583	67.58
222.957	140.68
223.33	110.43
223.704	130.6
224.077	115.47
224.45	140.68
224.823	143.2
225.197	148.24
225.57	170.93
225.943	95.31
226.316	163.36
226.69	168.41
227.063	244.02
227.436	160.84
227.809	188.57
228.182	178.49
228.555	175.97
228.928	221.34
229.302	178.49
229.675	100.35
230.048	117.99
230.421	191.09
230.794	158.32
231.167	153.28
231.539	178.49
231.912	67.58
232.285	168.41
232.658	236.46
233.031	158.32
233.404	183.53
233.777	165.89
234.149	183.53
234.522	181.01
234.895	130.6
235.268	163.36
235.64	138.16
236.013	198.65
236.386	198.65
236.758	138.16
237.131	87.75
237.504	186.05
237.876	160.84
238.249	145.72
238.621	140.68
238.994	150.76
239.366	208.74
239.739	155.8
240.111	606.99
240.484	158.32
240.856	133.12
241.229	186.05
241.601	133.12
241.973	208.74
242.346	203.69
242.718	178.49
243.09	183.53
243.463	206.21
243.835	145.72
244.207	183.53
244.579	115.47
244.952	135.64
245.324	87.75
245.696	206.21
246.068	193.61
246.44	168.41
246.812	186.05
247.184	186.05
247.556	196.13
247.928	163.36
248.3	160.84
248.672	198.65
249.044	153.28
249.416	228.9
249.788	165.89
250.16	120.52
250.532	201.17
250.904	115.47
251.276	181.01
251.647	173.45
252.019	201.17
252.391	181.01
252.763	221.34
253.135	140.68
253.506	163.36
253.878	148.24
254.25	198.65
254.621	175.97
254.993	201.17
255.364	168.41
255.736	158.32
256.108	181.01
256.479	203.69
256.851	203.69
257.222	181.01
257.594	128.08
257.965	201.17
258.336	228.9
258.708	291.91
259.079	196.13
259.451	188.57
259.822	299.48
260.193	163.36
260.565	168.41
260.936	138.16
261.307	178.49
261.678	191.09
262.05	191.09
262.421	233.94
262.792	178.49
263.163	133.12
263.534	183.53
263.905	125.56
264.276	256.63
264.647	150.76
265.018	226.38
265.389	226.38
265.76	208.74
266.131	148.24
266.502	183.53
